Unnamed: 0,Num.,Nome completo,Área,Idioma de interesse,Modelo de aula,Resultado nivelamento,Leva,Primeiro Acesso,Último Acesso,A0,A0 AoV,A1,A1 AoV,A2,A2 AoV,B1,B1 AoV,B2,B2 AoV,C1,C1 AoV,C2,C2 AoV,tempo plataforma minutos,tempo AOV minutos,tempo total,total progresso,E-mail
175,269.0,Barbara Lambert,ADM,INGLÊS,TURMA FIXA,B2,2,13/12/2022,20/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"1,00%",0.00%,"17,00%",162.22%,"0,00%",0.00%,"0,00%",0.00%,409.0,1.557,1.966,18%,rsmith@example.net
176,13.0,Bobby Gonzales,ADM,INGLÊS,TURMA FIXA,A2,1,03/10/2022,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"18,00%",152.24%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,361.0,1.461,1.822,18%,davidfrazier@example.com
177,,James Smith,TI,INGLÊS,TURMA FIXA,A2,4,13/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"18,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,281.0,0.0,281.0,18%,cassidygonzalez@example.net
178,405.0,Reginald Mcguire,ADM,INGLÊS,TURMA FIXA,B2,3,09/02/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"18,00%",84.87%,"0,00%",0.00%,"0,00%",0.00%,292.0,873.0,1.165,18%,kimberly26@example.com
179,,Ann Sanders MD,ADM,INGLÊS,TURMA FLEXÍVEL,B2,4,13/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"18,00%",3.53%,"0,00%",0.00%,"0,00%",0.00%,359.0,33.0,392.0,18%,daniel92@example.org
180,271.0,Joseph Todd,ADM,INGLÊS,TURMA FIXA,A2,2,03/01/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"18,00%",172.17%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,575.0,1.708,2.283,18%,kristen18@example.org
181,155.0,Melissa Wood,ADM,INGLÊS,TURMA FLEXÍVEL,B1,1,26/09/2022,20/03/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"18,00%",12.86%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,333.0,123.0,456.0,18%,jeffrey91@example.net
182,177.0,Mitchell Pope,TEC,INGLÊS,TURMA FIXA,B1,2,12/12/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"17,00%",149.75%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,516.0,1.488,2.004,17%,danielpowell@example.com
183,377.0,Michael Jackson,ADM,INGLÊS,TURMA FIXA,B2,3,09/02/2023,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"17,00%",81.43%,"0,00%",0.00%,"0,00%",0.00%,281.0,781.0,1.062,17%,chelsea62@example.net
184,341.0,Andrew Wright,ADM,INGLÊS,TURMA FIXA,A1,2,12/12/2022,05/04/2023,"6,00%",0.00%,"11,00%",85.82%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,159.0,823.0,982.0,17%,websternicholas@example.org
185,280.0,Sarah Alvarado,ADM,INGLÊS,TURMA FLEXÍVEL,A1,2,12/12/2022,24/04/2023,"11,00%",0.00%,"5,00%",169.12%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,256.0,1.623,1.879,16%,travis58@example.net
186,317.0,Jessica Smith,ADM,INGLÊS,TURMA FIXA,B1,2,13/12/2022,25/04/2023,"16,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",149.90%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,36.0,1.486,1.522,16%,jamesjohnson@example.net
187,396.0,Angela Stevens,TEC,INGLÊS,TURMA FIXA,B1,3,09/02/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"15,00%",74.01%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,260.0,766.0,1.026,15%,areed@example.net
188,66.0,Heather Thomas,ADM,INGLÊS,TURMA FLEXÍVEL,B1,1,30/09/2022,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"15,00%",5.88%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,329.0,56.0,385.0,15%,gregoryrodriguez@example.org
189,72.0,Patricia Jones,TI,INGLÊS,TURMA FIXA,B1,1,17/10/2022,14/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"15,00%",167.38%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,166.0,1.606,1.772,15%,garrettjoseph@example.net
190,406.0,Thomas Oliver,TEC,INGLÊS,TURMA FIXA,A2,3,09/02/2023,24/04/2023,"1,00%",0.00%,"13,00%",0.00%,"0,00%",96.86%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,157.0,929.0,1.086,14%,leah37@example.com
191,39.0,Debra Young,TI,INGLÊS,TURMA FIXA,B1,1,26/09/2022,04/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"14,00%",120.84%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,228.0,1.831,2.059,14%,kfarmer@example.org
192,70.0,Justin Estrada,ADM,INGLÊS,TURMA FLEXÍVEL,A2,1,04/10/2022,19/01/2023,"0,00%",0.00%,"14,00%",0.00%,"0,00%",0.16%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,279.0,1.0,280.0,14%,wendy49@example.net
193,242.0,Jessica Watson,ADM,INGLÊS,TURMA FIXA,B1,2,12/12/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"14,00%",124.59%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,373.0,1.24,1.613,14%,obutler@example.org
194,,Brandi Lee,ADM,INGLÊS,TURMA FLEXÍVEL,B1,4,13/04/2023,25/04/2023,"9,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"5,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,141.0,0.0,141.0,14%,edwardbecker@example.org
195,246.0,Christine Stark,ADM,INGLÊS,TURMA FIXA,B1,2,14/12/2022,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"14,00%",134.40%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,521.0,1.29,1.811,14%,znavarro@example.com
196,108.0,Jose Gomez,TI,INGLÊS,TURMA FLEXÍVEL,A2,1,20/12/2022,09/01/2023,"0,00%",0.00%,"0,00%",0.00%,"14,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,147.0,0.0,147.0,14%,christine76@example.com
197,318.0,Mary Luna,ADM,INGLÊS,TURMA FIXA,B1,2,13/12/2022,25/04/2023,"6,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"8,00%",104.05%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,203.0,1.051,1.254,14%,agonzalez@example.net
198,,Timothy Smith,ADM,INGLÊS,TURMA FLEXÍVEL,B1,4,13/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"14,00%",9.41%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,277.0,90.0,367.0,14%,jason77@example.org
199,6.0,Theresa Baldwin,ADM,INGLÊS,TURMA FIXA,B1,1,04/10/2022,19/04/2023,"0,00%",0.00%,"5,00%",0.00%,"0,00%",0.00%,"8,00%",63.65%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,328.0,611.0,939.0,13%,ohenson@example.org
200,,Antonio Johnson,ADM,ESPANHOL,TURMA FLEXÍVEL,A2,4,19/04/2023,26/04/2023,"13,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,56.0,0.0,56.0,13%,moorerichard@example.net
201,29.0,Taylor Jones,ADM,INGLÊS,TURMA FIXA,B1,1,27/09/2022,20/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"13,00%",85.34%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,238.0,929.0,1.167,13%,patrick42@example.net
202,211.0,Craig Thompson,TI,INGLÊS,TURMA FIXA,A1,2,27/12/2022,25/04/2023,"0,00%",0.00%,"13,00%",145.52%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,254.0,1.411,1.665,13%,jproctor@example.org
203,305.0,Deborah Henry,ADM,ESPANHOL,AULA PARTICULAR,A1,2,09/01/2023,25/04/2023,"13,00%",112.20%,"0,00%",162.65%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,37.0,1.608,1.645,13%,teresa61@example.net
204,150.0,Dominic Hendrix MD,ADM,INGLÊS,TURMA FIXA,B1,1,26/09/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"1,00%",0.00%,"12,00%",189.83%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,316.0,1.849,2.165,13%,ashleycox@example.org
205,8.0,Jackson Sanchez,TI,INGLÊS,TURMA FIXA,B1,1,26/09/2022,22/11/2022,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"12,00%",25.95%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,149.0,249.0,398.0,12%,daryl21@example.net
206,188.0,Richard Hernandez,TEC,INGLÊS,TURMA FLEXÍVEL,B1,2,13/12/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"11,00%",141.17%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,281.0,1.384,1.665,11%,johnsonangela@example.com
207,33.0,Karen Benjamin,ADM,INGLÊS,TURMA FIXA,B1,1,10/10/2022,20/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"11,00%",157.57%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,201.0,1.564,1.765,11%,michellejohnson@example.com
208,194.0,Richard Day,ADM,INGLÊS,TURMA FIXA,A2,2,15/12/2022,24/04/2023,"11,00%",0.00%,"0,00%",0.00%,"0,00%",173.54%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,119.0,1.666,1.785,11%,atkinsonjoshua@example.com
209,36.0,Whitney Ruiz,ADM,INGLÊS,TURMA FIXA,A2,1,05/10/2022,20/04/2023,"1,00%",0.00%,"0,00%",0.00%,"10,00%",129.65%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,161.0,2.457,2.618,11%,michaelbailey@example.net
210,251.0,Erin Conley,ADM,INGLÊS,TURMA FIXA,B1,2,03/01/2023,24/04/2023,"9,00%",0.00%,"2,00%",0.00%,"0,00%",0.00%,"0,00%",134.06%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,91.0,1.287,1.378,11%,dannyrobles@example.com
211,91.0,Jack Caldwell,TI,INGLÊS,TURMA FIXA,B1,1,26/09/2022,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"11,00%",137.21%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,150.0,1.317,1.467,11%,ramosmelissa@example.com
212,101.0,Dwayne Hill,ADM,ESPANHOL,TURMA FIXA,A1,1,28/09/2022,28/03/2023,"0,00%",0.00%,"11,00%",83.72%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,265.0,803.0,1.068,11%,stewartrichard@example.net
213,330.0,Tonya Rodriguez,ADM,INGLÊS,TURMA FIXA,B2,2,12/12/2022,19/04/2023,"9,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"2,00%",125.07%,"0,00%",0.00%,"0,00%",0.00%,320.0,1.2,1.52,11%,vflores@example.net
214,175.0,Andrew West,ADM,INGLÊS,TURMA FIXA,B1,2,13/12/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"10,00%",154.83%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,113.0,1.541,1.654,10%,danielle72@example.org
215,51.0,Edward Sherman,ADM,ESPANHOL,TURMA FIXA,A1,1,27/09/2022,25/04/2023,"10,00%",133.50%,"0,00%",133.50%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,38.0,1.328,1.366,10%,lindseykeller@example.net
216,259.0,Ryan Rowland,ADM,INGLÊS,TURMA FIXA,B1,2,13/12/2022,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"10,00%",142.82%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,305.0,1.371,1.676,10%,williamsharp@example.org
217,93.0,Kenneth Gonzalez,ADM,INGLÊS,TURMA FIXA,A2,1,26/09/2022,20/10/2022,"0,00%",0.00%,"0,00%",0.00%,"10,00%",3.04%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,250.0,29.0,279.0,10%,jward@example.org
218,132.0,Andrew Taylor,TI,INGLÊS,TURMA FIXA,B1,1,26/09/2022,13/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"10,00%",147.04%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,347.0,1.411,1.758,10%,wilsonshelia@example.org
219,133.0,Elizabeth Taylor,TEC,INGLÊS,TURMA FIXA,B1,1,26/09/2022,20/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"9,00%",142.05%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,70.0,1.363,1.433,9%,jsandoval@example.com
220,346.0,Donna Sanders,ADM,INGLÊS,TURMA FLEXÍVEL,B1,2,06/01/2023,25/04/2023,"4,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"5,00%",127.50%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,96.0,1.253,1.349,9%,ywebster@example.com
221,14.0,Amber Williams,ADM,INGLÊS,TURMA FIXA,B1,1,10/10/2022,19/04/2023,"8,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",187.86%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,25.0,1.803,1.828,8%,bakerrachel@example.com
222,19.0,Timothy Taylor,ADM,INGLÊS,TURMA FLEXÍVEL,INGLÊS,1,10/10/2022,,"8,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,,,,8%,stricklandrobert@example.net
223,,Vickie Greer,ADM,INGLÊS,TURMA FIXA,B2,4,19/04/2023,25/04/2023,"8,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,65.0,0.0,65.0,8%,michaelatkinson@example.net
224,309.0,Juan Ellis,TI,INGLÊS,TURMA FIXA,B1,2,13/12/2022,20/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"8,00%",150.65%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,156.0,1.446,1.602,8%,andrewburgess@example.net
225,4.0,Alexander Middleton,ADM,INGLÊS,TURMA FLEXÍVEL,B1,1,28/09/2022,04/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"7,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,154.0,13.0,167.0,7%,reynoldsmark@example.com
226,144.0,Tamara Schneider,TEC,INGLÊS,TURMA FIXA,B2,1,04/10/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"7,00%",189.85%,"0,00%",0.00%,"0,00%",0.00%,90.0,1.867,1.957,7%,harold29@example.com
227,84.0,Donald Perry,ADM,INGLÊS,TURMA FIXA,B1,1,10/10/2022,17/04/2023,"0,00%",0.00%,"0,00%",0.00%,"6,00%",0.16%,"1,00%",5.72%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,39.0,752.0,791.0,7%,phillipsjohn@example.com
228,,Sue Davis,TEC,INGLÊS,TURMA FIXA,B1,4,13/04/2023,20/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"6,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,124.0,0.0,124.0,6%,carolyn68@example.org
229,54.0,Samantha West,ADM,INGLÊS,TURMA FLEXÍVEL,B1,1,05/10/2022,18/11/2022,"6,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,19.0,0.0,19.0,6%,kelly50@example.org
230,55.0,Leslie Brown,ADM,ESPANHOL,TURMA FIXA,A1,1,20/10/2022,18/04/2023,"0,00%",120.20%,"6,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,80.0,1.153,1.233,6%,newmanlauren@example.com
231,,Stephen Dominguez,ADM,INGLÊS,TURMA FIXA,B1,4,13/04/2023,26/04/2023,"4,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"2,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,54.0,0.0,54.0,6%,ryancline@example.com
232,,Joel Macias Jr.,ADM,INGLÊS,TURMA FIXA,B1,4,15/04/2023,25/04/2023,"0,00%",0.00%,"6,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,45.0,0.0,45.0,6%,michael83@example.com
233,316.0,Scott Johnston PhD,ADM,INGLÊS,TURMA FIXA,B1,2,09/01/2023,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"6,00%",127.04%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,155.0,1.331,1.486,6%,rodriguezheather@example.net
234,131.0,Mary Johnson,ADM,INGLÊS,TURMA FIXA,A2,1,26/09/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",191.09%,"6,00%",55.64%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,333.0,1.889,2.222,6%,gillespiemary@example.org
235,140.0,Crystal George,TI,INGLÊS,TURMA FIXA,C1,1,26/09/2022,14/02/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"6,00%",75.97%,"0,00%",0.00%,"0,00%",0.00%,101.0,729.0,830.0,6%,zaguilar@example.net
236,142.0,Zoe Everett,ADM,ESPANHOL,TURMA FLEXÍVEL,B2,1,26/09/2022,28/02/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"6,00%",0.00%,"0,00%",6.50%,"0,00%",0.00%,"0,00%",0.00%,237.0,62.0,299.0,6%,deborah81@example.net
237,,Jeffrey Patel,TEC,INGLÊS,TURMA FLEXÍVEL,B2,4,14/04/2023,14/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"5,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,37.0,0.0,37.0,5%,powelleric@example.com
238,10.0,Jason Green,TI,INGLÊS,TURMA FIXA,B1,1,30/09/2022,17/01/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"5,00%",5.68%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,111.0,191.0,302.0,5%,hodgemary@example.net
239,,Jeffrey Lowery,ADM,INGLÊS,TURMA FLEXÍVEL,B1,4,13/04/2023,18/04/2023,"4,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"1,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,89.0,0.0,89.0,5%,gina07@example.org
240,244.0,Brian Hernandez,ADM,INGLÊS,TURMA FIXA,B2,2,13/12/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"5,00%",153.58%,"0,00%",0.00%,"0,00%",0.00%,159.0,1.518,1.677,5%,jeffrey55@example.org
241,98.0,Maureen Rangel,TI,INGLÊS,TURMA FIXA,B1,1,27/09/2022,25/04/2023,"1,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"4,00%",112.99%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,71.0,1.141,1.212,5%,vjordan@example.com
242,256.0,Alexandra Klein,ADM,INGLÊS,TURMA FLEXÍVEL,B1,2,12/12/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"4,00%",114.38%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,120.0,1.128,1.248,4%,vdavis@example.net
243,89.0,Melissa Johnson,TI,INGLÊS,TURMA FIXA,A1,1,27/09/2022,09/02/2023,"4,00%",0.00%,"0,00%",6.27%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,51.0,60.0,111.0,4%,summer39@example.com
244,127.0,Gregory Coleman,TEC,INGLÊS,TURMA FIXA,B1,1,26/09/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"4,00%",206.59%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,123.0,2.092,2.215,4%,thomasgolden@example.com
245,,Zachary Price,TI,INGLÊS,TURMA FLEXÍVEL,A2,4,18/04/2023,18/04/2023,"0,00%",0.00%,"0,00%",0.00%,"3,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,16.0,0.0,16.0,3%,sandra50@example.net
246,7.0,Connie Flores,TI,INGLÊS,TURMA FIXA,B1,1,27/09/2022,08/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"3,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,82.0,0.0,82.0,3%,andreaarmstrong@example.com
247,17.0,George Fletcher,TI,INGLÊS,TURMA FIXA,B1,1,27/09/2022,20/04/2023,"0,00%",0.00%,"1,00%",0.00%,"0,00%",85.55%,"2,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,68.0,821.0,889.0,3%,lisa80@example.org
248,,Joshua Porter,ADM,INGLÊS,TURMA FIXA,C1,4,13/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"3,00%",0.00%,"0,00%",0.00%,222.0,0.0,222.0,3%,danarios@example.net
249,,Philip Frank,ADM,INGLÊS,TURMA FLEXÍVEL,B2,4,13/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"3,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,47.0,0.0,47.0,3%,danajordan@example.org
250,263.0,Chad Moss,ADM,INGLÊS,TURMA FIXA,C1,2,12/12/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"3,00%",35.56%,"0,00%",0.00%,181.0,899.0,1.08,3%,garrettwright@example.org
251,106.0,Dylan Torres,TI,INGLÊS,TURMA FLEXÍVEL,A2,1,15/03/2023,15/03/2023,"3,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,15.0,0.0,15.0,3%,melissamorris@example.net
252,125.0,Carlos Harrison,TI,INGLÊS,TURMA FLEXÍVEL,A2,1,30/03/2023,03/04/2023,"0,00%",0.00%,"0,00%",0.00%,"3,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,40.0,0.0,40.0,3%,robin54@example.net
253,,Tracy Santos,ADM,INGLÊS,TURMA FIXA,B2,4,15/04/2023,22/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"3,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,67.0,0.0,67.0,3%,janet48@example.com
254,,Ashley Johnson,ADM,INGLÊS,AULAS PARTICULARES,B2,4,13/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"3,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,69.0,0.0,69.0,3%,rodriguezbarry@example.com
255,1.0,Yolanda Brown,TEC,INGLÊS,TURMA FIXA,B1,1,29/09/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"2,00%",188.45%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,28.0,1.874,1.902,2%,andersonkristin@example.org
256,,Donald Watson,ADM,INGLÊS,TURMA FIXA,B2,4,13/04/2023,17/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"2,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,10.0,0.0,10.0,2%,upayne@example.com
257,65.0,David Davis MD,TEC,INGLÊS,TURMA FIXA,B1,1,10/10/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"2,00%",249.02%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,54.0,2.442,2.496,2%,bashley@example.org
258,75.0,Gina Woodard,ADM,INGLÊS,TURMA FLEXÍVEL,B1,1,03/10/2022,23/03/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"2,00%",9.26%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,16.0,88.0,104.0,2%,zrussell@example.org
259,,Keith Wolfe,ADM,INGLÊS,TURMA FLEXÍVEL,A2,4,17/04/2023,18/04/2023,"0,00%",0.00%,"0,00%",0.00%,"2,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,36.0,0.0,36.0,2%,hharris@example.com
260,,Patrick Vargas,ADM,INGLÊS,TURMA FLEXÍVEL,B1,4,13/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"2,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,121.0,0.0,121.0,2%,lopezheather@example.org
261,,Kristen Morris,ADM,INGLÊS,TURMA FLEXÍVEL,B1,4,17/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"2,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,17.0,0.0,17.0,2%,henrycaitlin@example.org
262,288.0,Christian Thompson,TEC,INGLÊS,TURMA FIXA,B1,2,13/12/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"2,00%",145.36%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,68.0,1.452,1.52,2%,daniel54@example.org
